,survey_info_start_date,survey_info_end_date,survey_info_status,survey_info_ip_address,survey_info_progress,survey_info_duration,survey_info_finished,survey_info_recorded_date,survey_info_response_id,survey_info_last_name,survey_info_first_name,survey_info_email,survey_info_reference,survey_info_latitute,survey_info_longitude,survey_info_dist_channel,survey_info_language,attitude_criticality,attitude_motivation,attitude_priority,education_impact,education_institution_effort,education_surgical_team,education_resuable_safety,education_reprocess_safety,barriers_surgical_staff,barriers_use_items,barriers_roadblocks,barriers_no_impact,willingness_reusable,willingness_reprocessed,willingness_reusable_gown,willingness_reusable_towel,willingness_prefcard_review,willingness_colleagues,willingness_scorecard,willingness_alcohol,willingness_los,willingness_telemedicine,incentive_personal_cash,incentive_division_cash,incentive_personal_percent,incentive_division_research_funding,incentive_personal_perk,incentive_division_perk,incentive_personal_recognition_from_dept,incentive_division_recognition_from_dept,incentive_personal_recognition_natl,inactive_state,inactive_institution_name,inactive_practice_setting,demographic_practice_list,demographic_role_list,demographic_years_in_practice,comments_text,demographic_distribution,quality_ambiguous_text,quality_ambiguous_questions,quality_straightlining_pct,quality_straightlining_questions,quality_unanswered_pct,quality_unanswered_questions,,demographic_us_region,demographic_acs_trauma_region,demographic_sample_size,quality_unanswered_length
196,2023-08-04 07:39:40,2023-08-04 07:48:07,IP Address,69.175.168.92,100,506,True,2023-08-04 07:48:07,R_3EnX6b91L6jszQi,,,,,33.5683,-101.9388,anonymous,EN,Quite critical,Extremely motivated,Quite a high priority,Quite well,Slight effort,Slightly well,Extremely true,Extremely true,Almost always,Almost never,Extremely true,Not at all confident,Extremely willing,Extremely willing,Not at all willing,Slightly willing,Quite willing,Slightly willing,Moderately willing,I am already doing this,I am already doing this,Moderately willing,Extremely motivated,Not at all motivated,Extremely motivated,Slightly motivated,Slightly motivated,Not at all motivated,Slightly motivated,Not at all motivated,Slightly motivated,,,,['Vascular Surgery'],Program Director (or Assistant Program Director),27,Cloth gawns may not be protective or impermeable. ,texastech,0,,0,0,,['0'],,Southwest,6,27,1
197,2023-08-04 07:56:12,2023-08-04 08:00:11,IP Address,108.49.206.150,100,238,True,2023-08-04 08:00:11,R_2BbUGsnbQxYXxvr,,,,,42.5826,-71.0949,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Slightly well,Not at a lot of effort,Not very well,Moderately true,Moderately true,Sometimes,Often,Moderately true,Moderately confident,Quite willing,Slightly willing,Extremely willing,Extremely willing,Quite willing,Slightly willing,Slightly willing,I am already doing this,I am already doing this,Not at all willing,Not at all motivated,Moderately motivated,Not at all motivated,Moderately motivated,Not at all motivated,Not at all motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,['Transplant Surgery'],,3,,lahey,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,1,38,1
198,2023-08-04 09:46:46,2023-08-04 09:51:23,IP Address,172.56.192.7,100,276,True,2023-08-04 09:51:23,R_1IMH4WuD0Xjmq12,,,,,42.3562,-71.0631,anonymous,EN,Slightly critical,Moderately motivated,Moderate priority,Slightly well,Slight effort,Not very well,Moderately true,Moderately true,Often,Almost always,Moderately true,Slightly confident,Moderately willing,Moderately willing,Quite willing,Moderately willing,Extremely willing,Moderately willing,Quite willing,Moderately willing,Slightly willing,Moderately willing,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Not at all motivated,Slightly motivated,Slightly motivated,,,,['Breast Surgery'],,9,,lahey,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,1,38,1
199,2023-08-04 10:03:15,2023-08-04 10:10:25,IP Address,207.237.171.6,100,430,True,2023-08-04 10:10:26,R_3qgtBMFFkjHX8hq,,,,,40.7149,-73.9893,anonymous,EN,Moderately critical,Quite motivated,Moderate priority,Slightly well,Not at a lot of effort,Not very well,Slightly true,Moderately true,Once in a while,Almost always,Moderately true,Quite confident,Moderately willing,Quite willing,Quite willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Extremely willing,Extremely willing,Extremely motivated,Quite motivated,Extremely motivated,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,,,,['Bariatric/Minimally Invasive Surgery'],Program Director (or Assistant Program Director),15,,vanderbilt,0,,0,0,,['0.02857142857142857'],QID13,Southeast,4,88,1
201,2023-08-04 10:47:13,2023-08-04 10:54:21,IP Address,163.116.144.45,100,428,True,2023-08-04 10:54:22,R_25yfqWHHDPT4CVl,,,,,42.3562,-71.0631,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Quite well,Not at a lot of effort,Slightly well,Quite true,Quite true,Almost always,Almost always,Quite true,Quite confident,I am already doing this,Extremely willing,Quite willing,Extremely willing,Quite willing,Quite willing,Extremely willing,I am already doing this,Quite willing,Moderately willing,Extremely motivated,Extremely motivated,Extremely motivated,Quite motivated,Quite motivated,Not at all motivated,Not at all motivated,Moderately motivated,Moderately motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Bariatric/Minimally Invasive Surgery']",,40,,lahey,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,1,38,1
202,2023-08-04 11:02:05,2023-08-04 11:06:28,IP Address,163.116.144.43,100,262,True,2023-08-04 11:06:29,R_1CvU9wHF99YUsEB,,,,,42.3562,-71.0631,anonymous,EN,Extremely critical,Quite motivated,Quite a high priority,Not very well,Not at a lot of effort,Not very well,Moderately true,Moderately true,Almost always,Sometimes,Moderately true,Slightly confident,Slightly willing,Slightly willing,Extremely willing,Extremely willing,Extremely willing,Not at all willing,Quite willing,Moderately willing,Quite willing,Slightly willing,Slightly motivated,Slightly motivated,Quite motivated,Moderately motivated,Slightly motivated,Not at all motivated,Slightly motivated,Slightly motivated,Slightly motivated,,,,['Hepatopancreaticobiliary Surgery'],Department Chair,25,,lahey,0,,0,0,,['0.02857142857142857'],QID13,Northeast,1,38,1
204,2023-08-04 13:57:02,2023-08-04 14:01:13,IP Address,160.129.250.150,100,251,True,2023-08-04 14:01:14,R_24dP0BeJ7pCo9L2,,,,,36.1315,-86.8019,anonymous,EN,Slightly critical,Not at all motivated,Low priority,Not very well,Not at a lot of effort,Not very well,Quite true,Quite true,Sometimes,Sometimes,Moderately true,Not at all confident,I am already doing this,Moderately willing,Extremely willing,Extremely willing,Quite willing,Quite willing,Moderately willing,Moderately willing,I am already doing this,Extremely willing,Quite motivated,Moderately motivated,Quite motivated,Quite motivated,Moderately motivated,Moderately motivated,Slightly motivated,Slightly motivated,Moderately motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),11,,vanderbilt,0,,0,0,,['0.02857142857142857'],QID13,Southeast,4,88,1
206,2023-08-05 12:53:50,2023-08-05 13:00:15,IP Address,76.19.110.118,100,384,True,2023-08-05 13:00:15,R_UKkNGT4Bn95ORjP,,,,,41.2727,-70.0971,anonymous,EN,Moderately critical,Quite motivated,Quite a high priority,Slightly well,Not at a lot of effort,Not very well,Quite true,Moderately true,Often,Sometimes,Quite true,Quite confident,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,Not at all willing,Slightly willing,Not at all willing,Moderately motivated,Moderately motivated,Moderately motivated,Slightly motivated,Slightly motivated,Not at all motivated,Moderately motivated,Moderately motivated,Slightly motivated,,,,['Vascular Surgery'],,30,,lahey,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,1,38,1
207,2023-08-06 12:03:04,2023-08-06 12:08:38,IP Address,174.215.116.122,100,333,True,2023-08-06 12:08:39,R_3polofbo2dbEr3Z,,,,,47.6109,-122.3303,anonymous,EN,Extremely critical,Extremely motivated,Top priority,Moderately well,Not at a lot of effort,Not very well,Quite true,Quite true,Once in a while,Often,Quite true,Quite confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Moderately willing,Quite willing,Quite willing,Extremely willing,Moderately willing,Quite motivated,Quite motivated,Quite motivated,Moderately motivated,Moderately motivated,Slightly motivated,Slightly motivated,Slightly motivated,Moderately motivated,,,,"['Hepatopancreaticobiliary Surgery', 'Transplant Surgery']",,22,,vanderbilt,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Southeast,4,88,1
208,2023-08-06 12:42:28,2023-08-06 12:44:43,IP Address,12.238.231.130,100,135,True,2023-08-06 12:44:44,R_3GjqtqfCjl8E7z7,,,,,37.751,-97.822,anonymous,EN,Moderately critical,Moderately motivated,Moderate priority,Slightly well,Slight effort,Slightly well,Moderately true,Slightly true,Often,Sometimes,Moderately true,Slightly confident,Quite willing,Moderately willing,Extremely willing,Moderately willing,Quite willing,Quite willing,Quite willing,I am already doing this,I am already doing this,I am already doing this,Moderately motivated,Quite motivated,Moderately motivated,Quite motivated,Moderately motivated,Slightly motivated,Quite motivated,Extremely motivated,Quite motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",,,,vanderbilt,0,,0,0,,['0.08571428571428572'],"QID1,QID13,QID62",Southeast,4,88,1
210,2023-08-07 04:56:39,2023-08-07 05:06:20,IP Address,157.139.19.51,100,581,True,2023-08-07 05:06:20,R_1FhTcL6L17bVAzH,,,,,40.7123,-74.0068,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Quite well,Not at a lot of effort,Moderately well,Extremely true,Extremely true,Sometimes,Often,Slightly true,Quite confident,I am already doing this,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,I am already doing this,Extremely willing,I am already doing this,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Quite motivated,Slightly motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,['Acute Care Surgery/Emergency General Surgery'],,20,,cornell,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,2,49,1
211,2023-08-07 05:03:56,2023-08-07 05:06:47,IP Address,166.198.251.59,100,171,True,2023-08-07 05:06:47,R_3JKOa78EdjcMvGc,,,,,40.7484,-73.862,anonymous,EN,Moderately critical,Extremely motivated,Quite a high priority,Quite well,Not at a lot of effort,Not very well,Extremely true,Extremely true,Often,Once in a while,Quite true,Moderately confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Moderately willing,I am already doing this,Not at all willing,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,['Other'],,0.15,,cornell,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,2,49,1
212,2023-08-07 05:03:15,2023-08-07 05:08:34,IP Address,157.139.21.8,100,319,True,2023-08-07 05:08:35,R_3lQ9XGCjTS9fO7t,,,,,40.7123,-74.0068,anonymous,EN,Quite critical,Quite motivated,Top priority,Slightly well,Not at a lot of effort,Slightly well,Quite true,Moderately true,Often,Sometimes,Slightly true,Moderately confident,Moderately willing,Moderately willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Slightly willing,I am already doing this,Extremely willing,Extremely motivated,Quite motivated,Extremely motivated,Extremely motivated,Extremely motivated,Quite motivated,Quite motivated,Quite motivated,Extremely motivated,,,,['Colon and Rectal Surgery'],Program Director (or Assistant Program Director),13,,cornell,0,,0,0,,['0.02857142857142857'],QID13,Northeast,2,49,1
213,2023-08-07 05:04:14,2023-08-07 05:13:45,IP Address,157.139.21.4,100,570,True,2023-08-07 05:13:46,R_1LbrMOgzVa7SbzM,,,,,40.7123,-74.0068,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Quite well,Not at a lot of effort,Slightly well,Extremely true,Moderately true,Sometimes,Often,Quite true,Slightly confident,I am already doing this,Quite willing,Moderately willing,Quite willing,I am already doing this,Slightly willing,Extremely willing,I am already doing this,Moderately willing,Slightly willing,Quite motivated,Quite motivated,Quite motivated,Extremely motivated,Quite motivated,Not at all motivated,Slightly motivated,Moderately motivated,Not at all motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Endocrine Surgery']",Program Director (or Assistant Program Director),30,,cornell,0,,0,0,,['0.02857142857142857'],QID13,Northeast,2,49,1
214,2023-08-07 05:36:08,2023-08-07 05:44:46,IP Address,157.139.21.12,100,518,True,2023-08-07 05:44:47,R_3KolgpRC8kMoTeu,,,,,40.7123,-74.0068,anonymous,EN,Moderately critical,Quite motivated,Moderate priority,Moderately well,Not at a lot of effort,Not very well,Extremely true,Quite true,Often,Sometimes,Slightly true,Moderately confident,Quite willing,Quite willing,Quite willing,Extremely willing,Extremely willing,Moderately willing,Quite willing,I am already doing this,I am already doing this,Extremely willing,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,Moderately motivated,Not at all motivated,Slightly motivated,Moderately motivated,Slightly motivated,,,,"['Abdominal Wall/Hernia Surgery', 'Acute Care Surgery/Emergency General Surgery', 'Colon and Rectal Surgery', 'Trauma Surgery/Critical Care']",Program Director (or Assistant Program Director),33,,cornell,0,,0,0,,['0.02857142857142857'],QID13,Northeast,2,49,1
215,2023-08-07 06:05:55,2023-08-07 06:08:52,IP Address,140.251.64.9,100,176,True,2023-08-07 06:08:53,R_1q7CnJFPUYNvfQy,,,,,40.7053,-74.0866,anonymous,EN,Quite critical,Extremely motivated,Quite a high priority,Quite well,Slight effort,Slightly well,Moderately true,Quite true,Often,Sometimes,Extremely true,Quite confident,Quite willing,Quite willing,Moderately willing,Moderately willing,Extremely willing,Quite willing,Extremely willing,I am already doing this,Extremely willing,Slightly willing,Extremely motivated,Extremely motivated,Extremely motivated,Quite motivated,Quite motivated,Quite motivated,Extremely motivated,Extremely motivated,Extremely motivated,,,,['Vascular Surgery'],,18,,cornell,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,2,49,1
216,2023-08-07 06:29:29,2023-08-07 06:34:47,IP Address,157.139.19.54,100,318,True,2023-08-07 06:34:48,R_2bN7d7LxvDyCBTH,,,,,40.7123,-74.0068,anonymous,EN,Moderately critical,Moderately motivated,Moderate priority,Moderately well,Slight effort,Moderately well,Quite true,Quite true,Often,Often,Moderately true,Not at all confident,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Extremely willing,Not at all willing,Not at all willing,I am already doing this,Not at all willing,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Slightly motivated,Not at all motivated,Slightly motivated,Slightly motivated,,,,['Other'],Program Director (or Assistant Program Director),21,,cornell,0,,0,0,,['0.02857142857142857'],QID13,Northeast,2,49,1
217,2023-08-07 06:36:07,2023-08-07 06:41:13,IP Address,157.139.19.51,100,306,True,2023-08-07 06:41:14,R_1F54SHaVc5tjwxl,,,,,40.7123,-74.0068,anonymous,EN,Quite critical,Quite motivated,Quite a high priority,Quite well,Slight effort,Slightly well,Moderately true,Slightly true,Often,Sometimes,Moderately true,Moderately confident,Quite willing,Moderately willing,Quite willing,Quite willing,Quite willing,Quite willing,Quite willing,I am already doing this,I am already doing this,Moderately willing,Quite motivated,Quite motivated,Quite motivated,Moderately motivated,Quite motivated,Quite motivated,Not at all motivated,Slightly motivated,Not at all motivated,,,,['Other'],Department Chair,39,,cornell,0,,0,0,,['0.02857142857142857'],QID13,Northeast,2,49,1
218,2023-08-07 06:47:44,2023-08-07 06:50:59,IP Address,143.104.238.37,100,195,True,2023-08-07 06:51:00,R_1jJNfmdjKEg0FRF,,,,,40.7123,-74.0068,anonymous,EN,Moderately critical,Quite motivated,Moderate priority,Moderately well,Not at a lot of effort,Not very well,Extremely true,Quite true,Often,Often,Extremely true,Quite confident,I am already doing this,Extremely willing,Extremely willing,Quite willing,Extremely willing,Moderately willing,Not at all willing,I am already doing this,I am already doing this,Moderately willing,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Extremely motivated,Moderately motivated,Quite motivated,Moderately motivated,Quite motivated,,,,['Colon and Rectal Surgery'],,19,,cornell,0,,0,0,,['0.05714285714285714'],"QID1,QID13",Northeast,2,49,1
221,2023-08-07 10:57:56,2023-08-07 11:02:20,IP Address,170.173.78.45,100,264,True,2023-08-07 11:02:21,R_Oex4oqrWR7dOYkp,,,,,33.5903,-101.9371,anonymous,EN,Extremely critical,Moderately motivated,Quite a high priority,Slightly well,Not at a lot of effort,Not very well,Slightly true,Moderately true,Often,Almost always,Not at all true,Not at all confident,Quite willing,Quite willing,Quite willing,Extremely willing,Extremely willing,Quite willing,Moderately willing,I am unable to do this,Extremely willing,Moderately willing,Quite motivated,Slightly motivated,Moderately motivated,Moderately motivated,Quite motivated,Not at all motivated,Slightly motivated,Slightly motivated,Slightly motivated,,,,['Other'],Program Director (or Assistant Program Director),15,,texastech,0,,0,0,,['0.02857142857142857'],QID13,Southwest,6,27,1
